data,id,nazwa,ogolem,liczba_zgonow,liczba_wyleczonych,osoby_z_kwarantanny_po_powrocie_z_zagranicy,osoby_z_kwarantanny_po_kontakcie_z_osoba_zakazona,zachorowania_poprzez_kontakt_w_szpitalu_lub_przychodni,zachorowania_w_dps,zachorowania_w_zol,zaklady_pracy,szkoly,uczelnie,akademiki,wesela,puby_kawiarnie_restauracje_kluby,transport_publiczny,inne_przypadki_zachorowan
2020-07-19,9,myślenicki,161,0,152,0,86,18,0,0,NA,NA,NA,NA,NA,NA,NA,57
2020-07-19,10,nowosądecki,341,0,40,7,334,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-19,11,nowotarski,35,0,12,2,20,1,0,0,NA,NA,NA,NA,NA,NA,NA,12
2020-07-19,12,olkuski,15,0,12,1,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,9
2020-07-19,13,oświęcimski,132,4,84,2,50,13,0,0,NA,NA,NA,NA,NA,NA,NA,67
2020-07-19,14,proszowicki,14,2,8,0,0,5,2,NA,NA,NA,NA,NA,NA,NA,NA,7
2020-07-19,15,suski,207,0,164,0,128,0,0,0,NA,NA,NA,NA,NA,NA,NA,79
2020-07-19,16,tarnowski,118,3,71,4,85,2,22,0,NA,NA,NA,NA,NA,NA,NA,5
2020-07-19,17,tatrzański,55,0,6,2,36,1,0,0,NA,NA,NA,NA,NA,NA,NA,16
2020-07-19,18,wadowicki,92,3,25,0,64,4,0,0,NA,NA,NA,NA,NA,NA,NA,24
2020-07-19,19,wielicki,133,5,119,1,123,9,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-19,20,m. Kraków,385,19,294,25,122,99,0,0,NA,NA,NA,NA,NA,NA,NA,139
2020-07-19,21,m. Nowy Sącz,90,0,29,3,86,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-19,22,m. Tarnów,16,0,15,8,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,3
2020-07-20,1,bocheński,253,4,142,2,77,12,140,0,NA,NA,NA,NA,NA,NA,NA,22
2020-07-20,2,brzeski,70,2,64,2,5,48,0,2,NA,NA,NA,NA,NA,NA,NA,13
2020-07-20,3,chrzanowski,37,0,33,1,18,0,0,0,NA,NA,NA,NA,NA,NA,NA,18
2020-07-20,4,dąbrowski,15,0,11,2,12,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-20,5,gorlicki,20,0,7,1,15,1,0,0,NA,NA,NA,NA,NA,NA,NA,3
2020-07-20,6,krakowski,100,1,78,4,44,19,0,0,NA,NA,NA,NA,NA,NA,NA,33
2020-07-20,7,limanowski,189,5,106,0,113,25,0,0,NA,NA,NA,NA,NA,NA,NA,51
2020-07-20,8,miechowski,17,0,12,0,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,7
2020-07-20,9,myślenicki,161,0,152,0,86,18,0,0,NA,NA,NA,NA,NA,NA,NA,57
2020-07-20,10,nowosądecki,347,1,45,7,340,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-20,11,nowotarski,35,0,12,2,20,1,0,0,NA,NA,NA,NA,NA,NA,NA,12
2020-07-20,12,olkuski,15,0,12,1,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,9
2020-07-20,13,oświęcimski,140,4,84,2,52,13,0,0,NA,NA,NA,NA,NA,NA,NA,73
2020-07-20,14,proszowicki,15,2,8,0,0,5,1,NA,NA,NA,NA,NA,NA,NA,NA,9
2020-07-20,15,suski,207,0,164,0,128,0,0,0,NA,NA,NA,NA,NA,NA,NA,79
2020-07-20,16,tarnowski,118,3,71,4,85,2,22,0,NA,NA,NA,NA,NA,NA,NA,5
2020-07-20,17,tatrzański,58,0,6,2,37,1,0,0,NA,NA,NA,NA,NA,NA,NA,18
2020-07-20,18,wadowicki,99,3,25,0,69,4,0,0,NA,NA,NA,NA,NA,NA,NA,26
2020-07-20,19,wielicki,133,5,119,1,123,9,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-20,20,m. Kraków,395,19,295,26,125,99,0,0,NA,NA,NA,NA,NA,NA,NA,145
2020-07-20,21,m. Nowy Sącz,94,0,31,3,90,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-20,22,m. Tarnów,16,0,15,8,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,3
2020-07-22,1,bocheński,256,4,143,2,77,12,143,0,NA,NA,NA,NA,NA,NA,NA,22
2020-07-22,2,brzeski,70,2,64,2,5,48,0,2,NA,NA,NA,NA,NA,NA,NA,13
2020-07-22,3,chrzanowski,37,0,33,1,18,0,0,0,NA,NA,NA,NA,NA,NA,NA,18
2020-07-22,4,dąbrowski,15,0,11,2,12,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-22,5,gorlicki,21,0,7,1,15,1,0,0,NA,NA,NA,NA,NA,NA,NA,4
2020-07-22,6,krakowski,101,1,80,4,45,19,0,0,NA,NA,NA,NA,NA,NA,NA,33
2020-07-22,7,limanowski,190,5,108,0,113,25,0,0,NA,NA,NA,NA,NA,NA,NA,52
2020-07-22,8,miechowski,17,0,12,0,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,7
2020-07-22,9,myślenicki,163,0,152,0,86,18,0,0,NA,NA,NA,NA,NA,NA,NA,59
2020-07-22,10,nowosądecki,394,1,54,7,387,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-22,11,nowotarski,38,0,12,2,23,1,0,0,NA,NA,NA,NA,NA,NA,NA,12
2020-07-22,12,olkuski,15,0,12,1,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,9
2020-07-22,13,oświęcimski,142,4,87,2,53,14,0,0,NA,NA,NA,NA,NA,NA,NA,73
2020-07-22,14,proszowicki,15,2,9,0,0,5,1,0,NA,NA,NA,NA,NA,NA,NA,9
2020-07-22,15,suski,209,0,171,0,128,1,0,0,NA,NA,NA,NA,NA,NA,NA,80
2020-07-22,16,tarnowski,118,3,85,4,85,2,22,0,NA,NA,NA,NA,NA,NA,NA,5
2020-07-22,17,tatrzański,63,0,6,2,40,1,0,0,NA,NA,NA,NA,NA,NA,NA,20
2020-07-22,18,wadowicki,115,3,26,0,81,4,0,0,NA,NA,NA,NA,NA,NA,NA,30
2020-07-22,19,wielicki,138,5,121,1,128,9,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-22,20,m. Kraków,404,19,298,26,128,99,0,0,NA,NA,NA,NA,NA,NA,NA,151
2020-07-22,21,m. Nowy Sącz,108,0,32,3,104,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-22,22,m. Tarnów,17,0,15,8,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,4
2020-07-24,1,bocheński,283,4,144,3,78,12,168,0,NA,NA,NA,NA,NA,NA,NA,22
2020-07-24,2,brzeski,70,2,64,2,5,48,0,2,NA,NA,NA,NA,NA,NA,NA,13
2020-07-24,3,chrzanowski,38,0,33,1,18,0,0,0,NA,NA,NA,NA,NA,NA,NA,19
2020-07-24,4,dąbrowski,15,0,11,2,12,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-24,5,gorlicki,27,0,7,1,21,1,0,0,NA,NA,NA,NA,NA,NA,NA,4
2020-07-24,6,krakowski,101,1,81,4,45,19,0,0,NA,NA,NA,NA,NA,NA,NA,33
2020-07-24,7,limanowski,202,5,108,0,123,25,0,0,NA,NA,NA,NA,NA,NA,NA,54
2020-07-24,8,miechowski,18,0,12,0,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,8
2020-07-24,9,myślenicki,165,0,153,0,86,18,0,0,NA,NA,NA,NA,NA,NA,NA,61
2020-07-24,10,nowosądecki,432,1,62,7,425,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-24,11,nowotarski,45,0,12,2,24,1,0,0,NA,NA,NA,NA,NA,NA,NA,18
2020-07-24,12,olkuski,15,0,12,1,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,9
2020-07-24,13,oświęcimski,161,4,89,2,67,14,0,0,NA,NA,NA,NA,NA,NA,NA,78
2020-07-24,14,proszowicki,16,2,9,0,1,5,1,0,NA,NA,NA,NA,NA,NA,NA,9
2020-07-24,15,suski,216,0,179,0,131,2,0,0,NA,NA,NA,NA,NA,NA,NA,83
2020-07-24,16,tarnowski,120,3,87,4,85,2,22,0,NA,NA,NA,NA,NA,NA,NA,7
2020-07-24,17,tatrzański,71,0,6,2,46,1,0,0,NA,NA,NA,NA,NA,NA,NA,22
2020-07-24,18,wadowicki,133,3,29,0,97,4,0,0,NA,NA,NA,NA,NA,NA,NA,32
2020-07-24,19,wielicki,139,5,121,1,129,9,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-24,20,m. Kraków,416,19,304,27,128,99,0,0,NA,NA,NA,NA,NA,NA,NA,162
2020-07-24,21,m. Nowy Sącz,118,0,34,3,114,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-24,22,m. Tarnów,19,0,15,8,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,6
2020-07-25,1,bocheński,308,4,144,3,79,12,192,0,NA,NA,NA,NA,NA,NA,NA,22
2020-07-25,2,brzeski,71,2,64,3,5,48,0,2,NA,NA,NA,NA,NA,NA,NA,13
2020-07-25,3,chrzanowski,38,0,33,1,18,0,0,0,NA,NA,NA,NA,NA,NA,NA,19
2020-07-25,4,dąbrowski,17,0,11,2,14,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-25,5,gorlicki,28,0,8,1,22,1,0,0,NA,NA,NA,NA,NA,NA,NA,4
2020-07-25,6,krakowski,101,1,81,4,45,19,0,0,NA,NA,NA,NA,NA,NA,NA,33
2020-07-25,7,limanowski,204,5,111,0,124,25,0,0,NA,NA,NA,NA,NA,NA,NA,55
2020-07-25,8,miechowski,19,0,12,0,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,8
2020-07-25,9,myślenicki,166,0,153,0,86,18,0,0,NA,NA,NA,NA,NA,NA,NA,62
2020-07-25,10,nowosądecki,483,1,66,7,476,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-25,11,nowotarski,49,0,12,2,27,1,0,0,NA,NA,NA,NA,NA,NA,NA,19
2020-07-25,12,olkuski,15,0,12,1,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,9
2020-07-25,13,oświęcimski,174,4,89,2,78,14,0,0,NA,NA,NA,NA,NA,NA,NA,80
2020-07-25,14,proszowicki,17,2,9,0,2,5,1,0,NA,NA,NA,NA,NA,NA,NA,9
2020-07-25,15,suski,216,0,182,0,131,2,0,0,NA,NA,NA,NA,NA,NA,NA,83
2020-07-25,16,tarnowski,124,3,87,6,85,2,23,0,NA,NA,NA,NA,NA,NA,NA,8
2020-07-25,17,tatrzański,71,0,6,2,46,1,0,0,NA,NA,NA,NA,NA,NA,NA,22
2020-07-25,18,wadowicki,136,3,29,0,98,4,0,0,NA,NA,NA,NA,NA,NA,NA,34
2020-07-25,19,wielicki,139,5,121,1,129,9,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-25,20,m. Kraków,434,19,309,27,133,100,0,0,NA,NA,NA,NA,NA,NA,NA,174
2020-07-25,21,m. Nowy Sącz,132,1,39,3,128,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-25,22,m. Tarnów,20,0,15,8,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,6
2020-07-26,1,bocheński,335,6,144,3,80,12,218,0,NA,NA,NA,NA,NA,NA,NA,22
2020-07-26,2,brzeski,71,2,64,3,5,48,0,2,NA,NA,NA,NA,NA,NA,NA,13
2020-07-26,3,chrzanowski,38,0,33,1,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
2020-07-26,4,dąbrowski,17,0,11,2,14,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-26,5,gorlicki,29,0,8,1,23,1,0,0,NA,NA,NA,NA,NA,NA,NA,4
2020-07-26,6,krakowski,103,1,81,4,45,19,0,0,NA,NA,NA,NA,NA,NA,NA,35
2020-07-26,7,limanowski,204,5,111,0,124,25,0,0,NA,NA,NA,NA,NA,NA,NA,55
2020-07-26,8,miechowski,19,0,12,0,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,8
2020-07-26,9,myślenicki,172,0,154,0,90,18,0,0,NA,NA,NA,NA,NA,NA,NA,64
2020-07-26,10,nowosądecki,499,1,66,7,492,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-26,11,nowotarski,49,0,12,2,27,1,0,0,NA,NA,NA,NA,NA,NA,NA,19
2020-07-26,12,olkuski,15,0,12,1,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,9
2020-07-26,13,oświęcimski,184,4,89,2,86,14,0,0,NA,NA,NA,NA,NA,NA,NA,82
2020-07-26,14,proszowicki,17,2,9,0,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,9
2020-07-26,15,suski,216,0,182,0,131,2,0,0,NA,NA,NA,NA,NA,NA,NA,83
2020-07-26,16,tarnowski,126,3,88,6,85,2,23,0,NA,NA,NA,NA,NA,NA,NA,10
2020-07-26,17,tatrzański,97,0,6,2,71,1,0,0,NA,NA,NA,NA,NA,NA,NA,23
2020-07-26,18,wadowicki,139,3,29,0,101,4,0,0,NA,NA,NA,NA,NA,NA,NA,34
2020-07-26,19,wielicki,140,5,121,1,130,9,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-26,20,m. Kraków,441,19,309,27,135,100,0,0,NA,NA,NA,NA,NA,NA,NA,179
2020-07-26,21,m. Nowy Sącz,140,1,39,3,136,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-26,22,m. Tarnów,20,0,15,8,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,6
2020-07-27,1,bocheński,338,7,144,3,80,12,221,0,NA,NA,NA,NA,NA,NA,NA,22
2020-07-27,2,brzeski,71,2,64,3,5,48,0,2,NA,NA,NA,NA,NA,NA,NA,13
2020-07-27,3,chrzanowski,39,0,33,1,18,0,0,0,NA,NA,NA,NA,NA,NA,NA,20
2020-07-27,4,dąbrowski,17,0,11,2,14,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-27,5,gorlicki,29,0,8,1,23,1,0,0,NA,NA,NA,NA,NA,NA,NA,4
2020-07-27,6,krakowski,103,1,81,4,45,19,0,0,NA,NA,NA,NA,NA,NA,NA,35
2020-07-27,7,limanowski,208,5,111,0,124,25,0,0,NA,NA,NA,NA,NA,NA,NA,59
2020-07-27,8,miechowski,19,0,12,0,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,8
2020-07-27,9,myślenicki,174,0,154,0,92,18,0,0,NA,NA,NA,NA,NA,NA,NA,64
2020-07-27,10,nowosądecki,518,1,66,7,511,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-27,11,nowotarski,53,0,12,2,29,1,0,0,NA,NA,NA,NA,NA,NA,NA,21
2020-07-27,12,olkuski,15,0,12,1,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,9
2020-07-27,13,oświęcimski,187,4,89,2,89,14,0,0,NA,NA,NA,NA,NA,NA,NA,82
2020-07-27,14,proszowicki,17,2,9,0,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,9
2020-07-27,15,suski,216,0,182,0,131,2,0,0,NA,NA,NA,NA,NA,NA,NA,83
2020-07-27,16,tarnowski,127,3,88,6,85,2,23,0,NA,NA,NA,NA,NA,NA,NA,11
2020-07-27,17,tatrzański,103,0,6,2,72,1,0,0,NA,NA,NA,NA,NA,NA,NA,28
2020-07-27,18,wadowicki,142,3,29,0,104,4,0,0,NA,NA,NA,NA,NA,NA,NA,34
2020-07-27,19,wielicki,143,5,121,1,131,9,0,0,NA,NA,NA,NA,NA,NA,NA,2
2020-07-27,20,m. Kraków,446,19,309,27,137,100,0,0,NA,NA,NA,NA,NA,NA,NA,182
2020-07-27,21,m. Nowy Sącz,145,1,39,3,141,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-27,22,m. Tarnów,22,0,15,8,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,8
2020-07-28,1,bocheński,338,8,147,3,80,12,221,0,NA,NA,NA,NA,NA,NA,NA,22
2020-07-28,2,brzeski,72,2,64,3,5,48,0,2,NA,NA,NA,NA,NA,NA,NA,14
2020-07-28,3,chrzanowski,39,0,33,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
2020-07-28,4,dąbrowski,19,0,12,2,16,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-28,5,gorlicki,32,0,8,1,25,1,0,0,NA,NA,NA,NA,NA,NA,NA,5
2020-07-28,6,krakowski,104,1,81,4,45,19,0,0,NA,NA,NA,NA,NA,NA,NA,36
2020-07-28,7,limanowski,210,5,111,0,126,25,0,0,NA,NA,NA,NA,NA,NA,NA,59
2020-07-28,8,miechowski,19,0,12,0,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,8
2020-07-28,9,myślenicki,181,0,154,0,99,18,0,0,NA,NA,NA,NA,NA,NA,NA,64
2020-07-28,10,nowosądecki,538,1,66,7,531,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-28,11,nowotarski,59,0,13,2,34,1,0,0,NA,NA,NA,NA,NA,NA,NA,22
2020-07-28,12,olkuski,15,0,12,1,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,9
2020-07-28,13,oświęcimski,201,4,91,2,96,14,0,0,NA,NA,NA,NA,NA,NA,NA,89
2020-07-28,14,proszowicki,17,2,9,NA,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,9
2020-07-28,15,suski,218,0,184,0,131,2,0,0,NA,NA,NA,NA,NA,NA,NA,85
2020-07-28,16,tarnowski,130,3,96,6,85,2,23,0,NA,NA,NA,NA,NA,NA,NA,14
2020-07-28,17,tatrzański,121,0,6,2,90,1,0,0,NA,NA,NA,NA,NA,NA,NA,28
2020-07-28,18,wadowicki,144,3,30,0,106,4,0,0,NA,NA,NA,NA,NA,NA,NA,34
2020-07-28,19,wielicki,144,5,121,1,131,9,0,0,NA,NA,NA,NA,NA,NA,NA,3
2020-07-28,20,m. Kraków,451,19,309,27,137,100,0,0,NA,NA,NA,NA,NA,NA,NA,187
2020-07-28,21,m. Nowy Sącz,148,1,39,3,144,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-28,22,m. Tarnów,23,0,15,8,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,9
2020-07-29,1,bocheński,338,8,147,3,80,12,221,0,NA,NA,NA,NA,NA,NA,NA,22
2020-07-29,2,brzeski,72,2,64,3,5,48,0,2,NA,NA,NA,NA,NA,NA,NA,14
2020-07-29,3,chrzanowski,40,0,33,1,18,0,0,0,NA,NA,NA,NA,NA,NA,NA,21
2020-07-29,4,dąbrowski,20,0,12,2,17,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-29,5,gorlicki,37,0,9,1,29,1,0,0,NA,NA,NA,NA,NA,NA,NA,6
2020-07-29,6,krakowski,104,1,81,4,45,19,0,0,NA,NA,NA,NA,NA,NA,NA,36
2020-07-29,7,limanowski,213,5,116,0,126,25,0,0,NA,NA,NA,NA,NA,NA,NA,62
2020-07-29,8,miechowski,19,0,12,0,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,8
2020-07-29,9,myślenicki,185,0,154,0,102,18,0,0,NA,NA,NA,NA,NA,NA,NA,65
2020-07-29,10,nowosądecki,562,1,99,7,555,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-29,11,nowotarski,62,0,13,2,35,1,0,0,NA,NA,NA,NA,NA,NA,NA,24
2020-07-29,12,olkuski,15,0,12,1,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,9
2020-07-29,13,oświęcimski,203,4,91,2,98,14,0,0,NA,NA,NA,NA,NA,NA,NA,89
2020-07-29,14,proszowicki,17,2,9,0,2,5,1,0,NA,NA,NA,NA,NA,NA,NA,9
2020-07-29,15,suski,223,0,185,0,135,2,0,0,NA,NA,NA,NA,NA,NA,NA,86
2020-07-29,16,tarnowski,154,3,97,6,85,2,46,0,NA,NA,NA,NA,NA,NA,NA,15
2020-07-29,17,tatrzański,122,0,6,2,91,1,0,0,NA,NA,NA,NA,NA,NA,NA,28
2020-07-29,18,wadowicki,147,3,30,0,108,4,0,0,NA,NA,NA,NA,NA,NA,NA,35
2020-07-29,19,wielicki,145,5,121,1,131,9,0,0,NA,NA,NA,NA,NA,NA,NA,4
2020-07-29,20,m. Kraków,465,19,309,27,143,100,0,0,NA,NA,NA,NA,NA,NA,NA,195
2020-07-29,21,m. Nowy Sącz,159,1,44,3,155,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-29,22,m. Tarnów,23,0,15,8,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,9
2020-07-30,1,bocheński,339,11,147,3,80,12,222,0,NA,NA,NA,NA,NA,NA,NA,22
2020-07-30,2,brzeski,73,2,64,3,5,49,0,2,NA,NA,NA,NA,NA,NA,NA,14
2020-07-30,3,chrzanowski,43,0,33,1,18,0,0,0,NA,NA,NA,NA,NA,NA,NA,24
2020-07-30,4,dąbrowski,20,0,12,2,17,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-30,5,gorlicki,41,0,9,1,33,1,0,0,NA,NA,NA,NA,NA,NA,NA,6
2020-07-30,6,krakowski,107,2,83,4,45,19,0,0,NA,NA,NA,NA,NA,NA,NA,39
2020-07-30,7,limanowski,213,6,116,0,126,25,0,0,NA,NA,NA,NA,NA,NA,NA,62
2020-07-30,8,miechowski,19,0,12,0,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,8
2020-07-30,9,myślenicki,189,0,154,0,103,18,0,0,NA,NA,NA,NA,NA,NA,NA,68
2020-07-30,10,nowosądecki,611,2,102,7,604,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-30,11,nowotarski,67,0,13,2,38,1,0,0,NA,NA,NA,NA,NA,NA,NA,26
2020-07-30,12,olkuski,15,0,12,1,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,9
2020-07-30,13,oświęcimski,212,4,91,2,102,14,0,0,NA,NA,NA,NA,NA,NA,NA,94
2020-07-30,14,proszowicki,17,2,9,0,2,5,1,0,NA,NA,NA,NA,NA,NA,NA,9
2020-07-30,15,suski,226,0,186,0,138,2,0,0,NA,NA,NA,NA,NA,NA,NA,86
2020-07-30,16,tarnowski,160,3,97,6,85,2,46,0,NA,NA,NA,NA,NA,NA,NA,21
2020-07-30,17,tatrzański,129,0,6,2,94,1,0,0,NA,NA,NA,NA,NA,NA,NA,32
2020-07-30,18,wadowicki,156,3,30,0,116,4,0,0,NA,NA,NA,NA,NA,NA,NA,36
2020-07-30,19,wielicki,146,5,121,1,131,9,0,0,NA,NA,NA,NA,NA,NA,NA,5
2020-07-30,20,m. Kraków,474,19,311,27,145,100,0,0,NA,NA,NA,NA,NA,NA,NA,202
2020-07-30,21,m. Nowy Sącz,177,2,44,3,173,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-30,22,m. Tarnów,24,0,16,8,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,10
2020-07-31,1,bocheński,339,12,147,3,80,12,222,0,NA,NA,NA,NA,NA,NA,NA,22
2020-07-31,2,brzeski,73,2,65,3,5,49,0,2,NA,NA,NA,NA,NA,NA,NA,14
2020-07-31,3,chrzanowski,43,0,33,1,18,0,0,0,NA,NA,NA,NA,NA,NA,NA,24
2020-07-31,4,dąbrowski,23,0,13,2,20,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-31,5,gorlicki,41,0,9,1,33,1,0,0,NA,NA,NA,NA,NA,NA,NA,6
2020-07-31,6,krakowski,110,2,83,4,45,19,0,0,NA,NA,NA,NA,NA,NA,NA,42
2020-07-31,7,limanowski,215,6,119,0,126,25,0,0,NA,NA,NA,NA,NA,NA,NA,64
2020-07-31,8,miechowski,19,0,12,0,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,8
2020-07-31,9,myślenicki,191,0,157,0,104,18,0,0,NA,NA,NA,NA,NA,NA,NA,69
2020-07-31,10,nowosądecki,631,3,102,7,624,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-31,11,nowotarski,75,0,14,2,39,1,0,0,NA,NA,NA,NA,NA,NA,NA,33
2020-07-31,12,olkuski,17,0,12,3,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,9
2020-07-31,13,oświęcimski,216,4,91,2,104,14,0,0,NA,NA,NA,NA,NA,NA,NA,96
2020-07-31,14,proszowicki,17,2,9,NA,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,9
2020-07-31,15,suski,228,1,188,0,139,2,0,0,NA,NA,NA,NA,NA,NA,NA,87
2020-07-31,16,tarnowski,161,3,97,6,86,2,46,0,NA,NA,NA,NA,NA,NA,NA,21
2020-07-31,17,tatrzański,130,0,7,2,94,1,0,0,NA,NA,NA,NA,NA,NA,NA,33
2020-07-31,18,wadowicki,157,3,30,0,116,4,0,0,NA,NA,NA,NA,NA,NA,NA,37
2020-07-31,19,wielicki,148,5,121,1,132,9,0,0,NA,NA,NA,NA,NA,NA,NA,6
2020-07-31,20,m. Kraków,494,19,312,27,146,100,0,0,NA,NA,NA,NA,NA,NA,NA,221
2020-07-31,21,m. Nowy Sącz,183,2,44,3,179,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-31,22,m. Tarnów,24,0,16,8,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,10
2020-08-02,1,bocheński,348,17,147,3,80,12,228,0,NA,NA,NA,NA,NA,NA,NA,25
2020-08-02,2,brzeski,76,2,65,3,6,49,0,2,NA,NA,NA,NA,NA,NA,NA,16
2020-08-02,3,chrzanowski,45,0,33,1,18,0,0,0,NA,NA,NA,NA,NA,NA,NA,26
2020-08-02,4,dąbrowski,24,0,15,2,21,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-08-02,5,gorlicki,49,0,9,1,36,1,0,0,NA,NA,NA,NA,NA,NA,NA,11
2020-08-02,6,krakowski,119,2,83,4,47,19,0,0,NA,NA,NA,NA,NA,NA,NA,49
2020-08-02,7,limanowski,223,6,122,0,131,25,0,0,NA,NA,NA,NA,NA,NA,NA,67
2020-08-02,8,miechowski,19,0,12,0,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,8
2020-08-02,9,myślenicki,194,0,158,0,105,18,0,0,NA,NA,NA,NA,NA,NA,NA,71
2020-08-02,10,nowosądecki,695,3,113,7,688,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-08-02,11,nowotarski,97,0,15,2,49,3,0,0,NA,NA,NA,NA,NA,NA,NA,43
2020-08-02,12,olkuski,18,0,12,3,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,10
2020-08-02,13,oświęcimski,222,5,95,2,107,14,0,0,NA,NA,NA,NA,NA,NA,NA,99
2020-08-02,14,proszowicki,19,2,9,0,3,6,1,0,NA,NA,NA,NA,NA,NA,NA,9
2020-08-02,15,suski,229,1,190,0,139,2,0,0,NA,NA,NA,NA,NA,NA,NA,88
2020-08-02,16,tarnowski,164,3,98,6,86,2,46,0,NA,NA,NA,NA,NA,NA,NA,24
2020-08-02,17,tatrzański,131,0,8,2,95,1,0,0,NA,NA,NA,NA,NA,NA,NA,33
2020-08-02,18,wadowicki,161,3,38,0,119,4,0,0,NA,NA,NA,NA,NA,NA,NA,38
2020-08-02,19,wielicki,159,5,123,1,142,9,0,0,NA,NA,NA,NA,NA,NA,NA,7
2020-08-02,20,m. Kraków,545,19,312,27,147,101,0,0,NA,NA,NA,NA,NA,NA,NA,270
