data,id,nazwa,ogolem,liczba_zgonow,liczba_wyleczonych,osoby_z_kwarantanny_po_powrocie_z_zagranicy,osoby_z_kwarantanny_po_kontakcie_z_osoba_zakazona,zachorowania_poprzez_kontakt_w_szpitalu_lub_przychodni,zachorowania_w_dps,zachorowania_w_zol,zaklady_pracy,szkoly,uczelnie,akademiki,wesela,puby_kawiarnie_restauracje_kluby,transport_publiczny,inne_przypadki_zachorowan
2020-07-07,19,wielicki,127,5,116,1,117,9,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-07,20,m. Kraków,350,19,254,23,108,99,0,0,NA,NA,NA,NA,NA,NA,NA,120
2020-07-07,21,m. Nowy Sącz,48,0,28,3,44,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-07,22,m. Tarnów,14,0,13,8,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,1
2020-07-08,1,bocheński,152,3,141,2,65,12,54,0,NA,NA,NA,NA,NA,NA,NA,19
2020-07-08,2,brzeski,69,2,64,2,5,48,0,2,NA,NA,NA,NA,NA,NA,NA,12
2020-07-08,3,chrzanowski,37,0,26,1,18,0,0,0,NA,NA,NA,NA,NA,NA,NA,18
2020-07-08,4,dąbrowski,15,0,11,2,12,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-08,5,gorlicki,10,0,7,1,6,1,0,0,NA,NA,NA,NA,NA,NA,NA,2
2020-07-08,6,krakowski,88,1,71,4,38,19,0,0,NA,NA,NA,NA,NA,NA,NA,27
2020-07-08,7,limanowski,144,3,105,0,81,25,0,0,NA,NA,NA,NA,NA,NA,NA,38
2020-07-08,8,miechowski,12,0,12,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,7
2020-07-08,9,myślenicki,159,0,150,0,86,18,0,0,NA,NA,NA,NA,NA,NA,NA,55
2020-07-08,10,nowosądecki,180,0,31,7,173,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-08,11,nowotarski,18,0,10,2,7,1,0,0,NA,NA,NA,NA,NA,NA,NA,8
2020-07-08,12,olkuski,15,0,10,1,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,9
2020-07-08,13,oświęcimski,107,4,75,2,48,13,0,0,NA,NA,NA,NA,NA,NA,NA,44
2020-07-08,14,proszowicki,11,2,6,0,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,6
2020-07-08,15,suski,194,0,133,0,115,0,0,0,NA,NA,NA,NA,NA,NA,NA,79
2020-07-08,16,tarnowski,114,3,32,3,83,2,22,0,NA,NA,NA,NA,NA,NA,NA,4
2020-07-08,17,tatrzański,8,0,4,2,4,1,0,0,NA,NA,NA,NA,NA,NA,NA,1
2020-07-08,18,wadowicki,36,2,20,0,18,4,0,0,NA,NA,NA,NA,NA,NA,NA,14
2020-07-08,19,wielicki,128,5,117,1,118,9,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-08,20,m. Kraków,351,19,257,23,109,99,0,0,NA,NA,NA,NA,NA,NA,NA,120
2020-07-08,21,m. Nowy Sącz,50,0,28,3,46,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-08,22,m. Tarnów,14,0,14,8,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,1
2020-07-09,1,bocheński,152,3,141,2,65,12,54,0,NA,NA,NA,NA,NA,NA,NA,19
2020-07-09,2,brzeski,69,2,64,2,5,48,0,2,NA,NA,NA,NA,NA,NA,NA,12
2020-07-09,3,chrzanowski,37,0,26,1,18,0,0,0,NA,NA,NA,NA,NA,NA,NA,18
2020-07-09,4,dąbrowski,15,0,11,2,12,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-09,5,gorlicki,11,0,7,1,6,1,0,0,NA,NA,NA,NA,NA,NA,NA,3
2020-07-09,6,krakowski,89,1,71,4,38,19,0,0,NA,NA,NA,NA,NA,NA,NA,28
2020-07-09,7,limanowski,165,4,105,0,99,25,0,0,NA,NA,NA,NA,NA,NA,NA,41
2020-07-09,8,miechowski,12,0,12,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,7
2020-07-09,9,myślenicki,159,0,150,0,86,18,0,0,NA,NA,NA,NA,NA,NA,NA,55
2020-07-09,10,nowosądecki,188,0,31,7,181,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-09,11,nowotarski,18,0,11,2,7,1,0,0,NA,NA,NA,NA,NA,NA,NA,8
2020-07-09,12,olkuski,15,0,10,1,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,9
2020-07-09,13,oświęcimski,108,4,77,2,48,13,0,0,NA,NA,NA,NA,NA,NA,NA,45
2020-07-09,14,proszowicki,11,2,6,0,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,6
2020-07-09,15,suski,194,0,136,0,115,0,0,0,NA,NA,NA,NA,NA,NA,NA,79
2020-07-09,16,tarnowski,114,3,34,3,83,2,22,0,NA,NA,NA,NA,NA,NA,NA,4
2020-07-09,17,tatrzański,8,0,4,2,4,1,0,0,NA,NA,NA,NA,NA,NA,NA,1
2020-07-09,18,wadowicki,37,2,20,0,18,4,0,0,NA,NA,NA,NA,NA,NA,NA,15
2020-07-09,19,wielicki,128,5,117,1,118,9,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-09,20,m. Kraków,352,19,259,23,109,99,0,0,NA,NA,NA,NA,NA,NA,NA,121
2020-07-09,21,m. Nowy Sącz,51,0,28,3,47,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-09,22,m. Tarnów,14,0,14,8,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,1
2020-07-10,1,bocheński,152,3,141,2,65,12,54,0,NA,NA,NA,NA,NA,NA,NA,19
2020-07-10,2,brzeski,69,2,64,2,5,48,0,2,NA,NA,NA,NA,NA,NA,NA,12
2020-07-10,3,chrzanowski,37,0,27,1,18,0,0,0,NA,NA,NA,NA,NA,NA,NA,18
2020-07-10,4,dąbrowski,15,0,11,2,12,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-10,5,gorlicki,11,0,7,1,6,1,0,0,NA,NA,NA,NA,NA,NA,NA,3
2020-07-10,6,krakowski,89,1,71,4,38,19,0,0,NA,NA,NA,NA,NA,NA,NA,28
2020-07-10,7,limanowski,167,4,105,0,99,25,0,0,NA,NA,NA,NA,NA,NA,NA,43
2020-07-10,8,miechowski,12,0,12,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,7
2020-07-10,9,myślenicki,159,0,150,0,86,18,0,0,NA,NA,NA,NA,NA,NA,NA,55
2020-07-10,10,nowosądecki,196,0,31,7,189,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-10,11,nowotarski,19,0,11,2,7,1,0,0,NA,NA,NA,NA,NA,NA,NA,9
2020-07-10,12,olkuski,15,0,10,1,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,9
2020-07-10,13,oświęcimski,108,4,77,2,48,13,0,0,NA,NA,NA,NA,NA,NA,NA,45
2020-07-10,14,proszowicki,11,2,6,0,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,6
2020-07-10,15,suski,194,0,138,0,115,0,0,0,NA,NA,NA,NA,NA,NA,NA,79
2020-07-10,16,tarnowski,116,3,40,3,85,2,22,0,NA,NA,NA,NA,NA,NA,NA,4
2020-07-10,17,tatrzański,10,0,4,2,4,1,0,0,NA,NA,NA,NA,NA,NA,NA,3
2020-07-10,18,wadowicki,37,2,20,0,18,4,0,0,NA,NA,NA,NA,NA,NA,NA,15
2020-07-10,19,wielicki,129,5,117,1,119,9,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-10,20,m. Kraków,355,19,261,23,109,99,0,0,NA,NA,NA,NA,NA,NA,NA,124
2020-07-10,21,m. Nowy Sącz,51,0,28,3,47,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-10,22,m. Tarnów,14,0,14,8,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,1
2020-07-11,1,bocheński,152,3,141,2,65,12,54,0,NA,NA,NA,NA,NA,NA,NA,19
2020-07-11,2,brzeski,69,2,64,2,5,48,0,2,NA,NA,NA,NA,NA,NA,NA,12
2020-07-11,3,chrzanowski,38,0,28,1,19,0,0,0,NA,NA,NA,NA,NA,NA,NA,18
2020-07-11,4,dąbrowski,15,0,11,2,12,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-11,5,gorlicki,13,0,7,1,8,1,0,0,NA,NA,NA,NA,NA,NA,NA,3
2020-07-11,6,krakowski,92,1,72,4,38,19,0,0,NA,NA,NA,NA,NA,NA,NA,31
2020-07-11,7,limanowski,168,4,105,0,100,25,0,0,NA,NA,NA,NA,NA,NA,NA,43
2020-07-11,8,miechowski,12,0,12,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,7
2020-07-11,9,myślenicki,159,0,150,0,86,18,0,0,NA,NA,NA,NA,NA,NA,NA,55
2020-07-11,10,nowosądecki,220,0,31,7,213,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-11,11,nowotarski,20,0,12,2,7,1,0,0,NA,NA,NA,NA,NA,NA,NA,10
2020-07-11,12,olkuski,15,0,11,1,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,9
2020-07-11,13,oświęcimski,110,4,77,2,50,13,0,0,NA,NA,NA,NA,NA,NA,NA,45
2020-07-11,14,proszowicki,11,2,6,0,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,6
2020-07-11,15,suski,194,0,144,0,115,0,0,0,NA,NA,NA,NA,NA,NA,NA,79
2020-07-11,16,tarnowski,116,3,44,3,85,2,22,0,NA,NA,NA,NA,NA,NA,NA,4
2020-07-11,17,tatrzański,12,0,5,2,6,1,0,0,NA,NA,NA,NA,NA,NA,NA,3
2020-07-11,18,wadowicki,39,2,23,0,20,4,0,0,NA,NA,NA,NA,NA,NA,NA,15
2020-07-11,19,wielicki,129,5,117,1,119,9,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-11,20,m. Kraków,358,19,263,23,109,99,0,0,NA,NA,NA,NA,NA,NA,NA,127
2020-07-11,21,m. Nowy Sącz,63,0,28,3,59,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-11,22,m. Tarnów,14,0,14,8,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,1
2020-07-12,1,bocheński,152,3,141,2,65,12,54,0,NA,NA,NA,NA,NA,NA,NA,19
2020-07-12,2,brzeski,69,2,64,2,5,48,0,2,NA,NA,NA,NA,NA,NA,NA,12
2020-07-12,3,chrzanowski,38,0,28,1,19,0,0,0,NA,NA,NA,NA,NA,NA,NA,18
2020-07-12,4,dąbrowski,15,0,11,2,12,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-12,5,gorlicki,14,0,7,1,9,1,0,0,NA,NA,NA,NA,NA,NA,NA,3
2020-07-12,6,krakowski,93,1,74,4,39,19,0,0,NA,NA,NA,NA,NA,NA,NA,31
2020-07-12,7,limanowski,169,4,105,0,100,25,0,0,NA,NA,NA,NA,NA,NA,NA,44
2020-07-12,8,miechowski,12,0,12,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,7
2020-07-12,9,myślenicki,159,0,150,0,86,18,0,0,NA,NA,NA,NA,NA,NA,NA,55
2020-07-12,10,nowosądecki,222,0,31,7,215,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-12,11,nowotarski,20,0,12,2,7,1,0,0,NA,NA,NA,NA,NA,NA,NA,10
2020-07-12,12,olkuski,15,0,11,1,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,9
2020-07-12,13,oświęcimski,110,4,78,2,50,13,0,0,NA,NA,NA,NA,NA,NA,NA,45
2020-07-12,14,proszowicki,11,2,6,0,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,6
2020-07-12,15,suski,194,0,144,0,115,0,0,0,NA,NA,NA,NA,NA,NA,NA,79
2020-07-12,16,tarnowski,116,3,44,3,85,2,22,0,NA,NA,NA,NA,NA,NA,NA,4
2020-07-12,17,tatrzański,29,0,5,2,19,1,0,0,NA,NA,NA,NA,NA,NA,NA,7
2020-07-12,18,wadowicki,40,2,23,0,20,4,0,0,NA,NA,NA,NA,NA,NA,NA,16
2020-07-12,19,wielicki,129,5,117,1,119,9,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-12,20,m. Kraków,361,19,263,23,109,99,0,0,NA,NA,NA,NA,NA,NA,NA,130
2020-07-12,21,m. Nowy Sącz,66,0,28,3,62,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-12,22,m. Tarnów,14,0,14,8,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,1
2020-07-13,1,bocheński,152,3,141,2,65,12,54,0,NA,NA,NA,NA,NA,NA,NA,19
2020-07-13,2,brzeski,69,2,64,2,5,48,0,2,NA,NA,NA,NA,NA,NA,NA,12
2020-07-13,3,chrzanowski,38,0,28,1,19,0,0,0,NA,NA,NA,NA,NA,NA,NA,18
2020-07-13,4,dąbrowski,15,0,11,2,12,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-13,5,gorlicki,15,0,7,1,10,1,0,0,NA,NA,NA,NA,NA,NA,NA,3
2020-07-13,6,krakowski,93,1,75,4,39,19,0,0,NA,NA,NA,NA,NA,NA,NA,31
2020-07-13,7,limanowski,169,4,105,0,100,25,0,0,NA,NA,NA,NA,NA,NA,NA,44
2020-07-13,8,miechowski,14,0,12,0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,7
2020-07-13,9,myślenicki,159,0,150,0,86,18,0,0,NA,NA,NA,NA,NA,NA,NA,55
2020-07-13,10,nowosądecki,243,0,31,7,236,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-13,11,nowotarski,23,0,12,2,10,1,0,0,NA,NA,NA,NA,NA,NA,NA,10
2020-07-13,12,olkuski,15,0,11,1,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,9
2020-07-13,13,oświęcimski,110,4,78,2,50,13,0,0,NA,NA,NA,NA,NA,NA,NA,45
2020-07-13,14,proszowicki,11,2,6,0,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,6
2020-07-13,15,suski,194,0,144,0,115,0,0,0,NA,NA,NA,NA,NA,NA,NA,79
2020-07-13,16,tarnowski,116,3,44,3,85,2,22,0,NA,NA,NA,NA,NA,NA,NA,4
2020-07-13,17,tatrzański,33,0,5,2,23,1,0,0,NA,NA,NA,NA,NA,NA,NA,7
2020-07-13,18,wadowicki,40,2,23,0,20,4,0,0,NA,NA,NA,NA,NA,NA,NA,16
2020-07-13,19,wielicki,129,5,117,1,119,9,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-13,20,m. Kraków,363,19,264,23,111,99,0,0,NA,NA,NA,NA,NA,NA,NA,130
2020-07-13,21,m. Nowy Sącz,70,0,28,3,66,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-13,22,m. Tarnów,15,0,14,8,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,2
2020-07-14,1,bocheński,152,3,142,2,65,12,54,0,NA,NA,NA,NA,NA,NA,NA,19
2020-07-14,2,brzeski,69,2,64,2,5,48,0,2,NA,NA,NA,NA,NA,NA,NA,12
2020-07-14,3,chrzanowski,38,0,31,1,19,0,0,0,NA,NA,NA,NA,NA,NA,NA,18
2020-07-14,4,dąbrowski,15,0,11,2,12,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-14,5,gorlicki,15,0,7,1,10,1,0,0,NA,NA,NA,NA,NA,NA,NA,3
2020-07-14,6,krakowski,94,1,77,4,40,19,0,0,NA,NA,NA,NA,NA,NA,NA,31
2020-07-14,7,limanowski,172,4,105,0,100,25,0,0,NA,NA,NA,NA,NA,NA,NA,47
2020-07-14,8,miechowski,14,0,12,0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,7
2020-07-14,9,myślenicki,159,0,151,0,86,18,0,0,NA,NA,NA,NA,NA,NA,NA,55
2020-07-14,10,nowosądecki,258,0,31,7,251,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-14,11,nowotarski,23,0,12,2,10,1,0,0,NA,NA,NA,NA,NA,NA,NA,10
2020-07-14,12,olkuski,15,0,11,1,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,9
2020-07-14,13,oświęcimski,111,4,78,2,50,13,0,0,NA,NA,NA,NA,NA,NA,NA,46
2020-07-14,14,proszowicki,11,2,7,0,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,6
2020-07-14,15,suski,198,0,149,0,119,0,0,0,NA,NA,NA,NA,NA,NA,NA,79
2020-07-14,16,tarnowski,116,3,60,3,85,2,22,0,NA,NA,NA,NA,NA,NA,NA,4
2020-07-14,17,tatrzański,35,0,5,2,24,1,0,0,NA,NA,NA,NA,NA,NA,NA,8
2020-07-14,18,wadowicki,47,3,23,0,21,4,0,0,NA,NA,NA,NA,NA,NA,NA,22
2020-07-14,19,wielicki,130,5,117,1,120,9,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-14,20,m. Kraków,368,19,268,24,112,99,0,0,NA,NA,NA,NA,NA,NA,NA,133
2020-07-14,21,m. Nowy Sącz,75,0,28,3,71,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-14,22,m. Tarnów,15,0,14,8,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,2
2020-07-15,1,bocheński,154,3,142,2,65,12,54,0,NA,NA,NA,NA,NA,NA,NA,21
2020-07-15,2,brzeski,69,2,64,2,5,48,0,2,NA,NA,NA,NA,NA,NA,NA,12
2020-07-15,3,chrzanowski,38,0,32,1,19,0,0,0,NA,NA,NA,NA,NA,NA,NA,18
2020-07-15,4,dąbrowski,15,0,11,2,12,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-15,5,gorlicki,15,0,7,1,10,1,0,0,NA,NA,NA,NA,NA,NA,NA,3
2020-07-15,6,krakowski,95,1,77,4,40,19,0,0,NA,NA,NA,NA,NA,NA,NA,32
2020-07-15,7,limanowski,174,5,105,0,100,25,0,0,NA,NA,NA,NA,NA,NA,NA,49
2020-07-15,8,miechowski,14,0,12,0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,7
2020-07-15,9,myślenicki,159,0,151,0,86,18,0,0,NA,NA,NA,NA,NA,NA,NA,55
2020-07-15,10,nowosądecki,271,0,34,7,264,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-15,11,nowotarski,25,0,12,2,11,1,0,0,NA,NA,NA,NA,NA,NA,NA,11
2020-07-15,12,olkuski,15,0,12,1,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,9
2020-07-15,13,oświęcimski,113,4,78,2,50,13,0,0,NA,NA,NA,NA,NA,NA,NA,48
2020-07-15,14,proszowicki,11,2,7,0,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,6
2020-07-15,15,suski,199,0,152,0,120,0,0,0,NA,NA,NA,NA,NA,NA,NA,79
2020-07-15,16,tarnowski,116,3,63,3,85,2,22,0,NA,NA,NA,NA,NA,NA,NA,4
2020-07-15,17,tatrzański,40,0,5,2,24,1,0,0,NA,NA,NA,NA,NA,NA,NA,13
2020-07-15,18,wadowicki,61,3,24,0,35,4,0,0,NA,NA,NA,NA,NA,NA,NA,22
2020-07-15,19,wielicki,131,5,118,1,121,9,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-15,20,m. Kraków,368,19,271,24,112,99,0,0,NA,NA,NA,NA,NA,NA,NA,133
2020-07-15,21,m. Nowy Sącz,75,0,28,3,71,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-15,22,m. Tarnów,15,0,14,8,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,2
2020-07-16,1,bocheński,165,3,142,2,74,12,55,0,NA,NA,NA,NA,NA,NA,NA,22
2020-07-16,2,brzeski,70,2,64,2,5,48,0,2,NA,NA,NA,NA,NA,NA,NA,13
2020-07-16,3,chrzanowski,38,0,32,1,19,0,0,0,NA,NA,NA,NA,NA,NA,NA,18
2020-07-16,4,dąbrowski,15,0,11,2,12,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-16,5,gorlicki,17,0,7,1,12,1,0,0,NA,NA,NA,NA,NA,NA,NA,3
2020-07-16,6,krakowski,95,1,77,4,40,19,0,0,NA,NA,NA,NA,NA,NA,NA,32
2020-07-16,7,limanowski,176,5,106,0,102,25,0,0,NA,NA,NA,NA,NA,NA,NA,49
2020-07-16,8,miechowski,15,0,12,0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,7
2020-07-16,9,myślenicki,159,0,151,0,86,18,0,0,NA,NA,NA,NA,NA,NA,NA,55
2020-07-16,10,nowosądecki,277,0,34,7,270,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-16,11,nowotarski,34,0,12,2,19,1,0,0,NA,NA,NA,NA,NA,NA,NA,12
2020-07-16,12,olkuski,15,0,12,1,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,9
2020-07-16,13,oświęcimski,116,4,81,2,50,13,0,0,NA,NA,NA,NA,NA,NA,NA,51
2020-07-16,14,proszowicki,11,2,7,0,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,6
2020-07-16,15,suski,207,0,156,0,128,0,0,0,NA,NA,NA,NA,NA,NA,NA,79
2020-07-16,16,tarnowski,116,3,63,3,85,2,22,0,NA,NA,NA,NA,NA,NA,NA,4
2020-07-16,17,tatrzański,49,0,6,2,31,1,0,0,NA,NA,NA,NA,NA,NA,NA,15
2020-07-16,18,wadowicki,62,3,24,0,35,4,0,0,NA,NA,NA,NA,NA,NA,NA,23
2020-07-16,19,wielicki,131,5,118,1,121,9,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-16,20,m. Kraków,374,19,277,25,114,99,0,0,NA,NA,NA,NA,NA,NA,NA,136
2020-07-16,21,m. Nowy Sącz,76,0,28,3,72,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-16,22,m. Tarnów,15,0,14,8,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,2
2020-07-17,1,bocheński,170,3,142,2,75,12,59,0,NA,NA,NA,NA,NA,NA,NA,22
2020-07-17,2,brzeski,70,2,64,2,5,48,0,2,NA,NA,NA,NA,NA,NA,NA,13
2020-07-17,3,chrzanowski,37,0,32,1,18,0,0,0,NA,NA,NA,NA,NA,NA,NA,18
2020-07-17,4,dąbrowski,15,0,11,2,12,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-17,5,gorlicki,18,0,7,1,13,1,0,0,NA,NA,NA,NA,NA,NA,NA,3
2020-07-17,6,krakowski,98,1,78,4,43,19,0,0,NA,NA,NA,NA,NA,NA,NA,32
2020-07-17,7,limanowski,176,5,106,0,102,25,0,0,NA,NA,NA,NA,NA,NA,NA,49
2020-07-17,8,miechowski,17,0,12,0,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,7
2020-07-17,9,myślenicki,161,0,151,0,86,18,0,0,NA,NA,NA,NA,NA,NA,NA,57
2020-07-17,10,nowosądecki,304,0,40,7,297,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-17,11,nowotarski,31,0,12,2,17,1,0,0,NA,NA,NA,NA,NA,NA,NA,11
2020-07-17,12,olkuski,15,0,12,1,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,9
2020-07-17,13,oświęcimski,120,4,82,2,50,13,0,0,NA,NA,NA,NA,NA,NA,NA,55
2020-07-17,14,proszowicki,11,2,7,0,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,6
2020-07-17,15,suski,207,0,157,0,128,0,0,0,NA,NA,NA,NA,NA,NA,NA,79
2020-07-17,16,tarnowski,117,3,64,3,85,2,22,0,NA,NA,NA,NA,NA,NA,NA,5
2020-07-17,17,tatrzański,52,0,6,2,34,1,0,0,NA,NA,NA,NA,NA,NA,NA,15
2020-07-17,18,wadowicki,76,3,24,0,48,4,0,0,NA,NA,NA,NA,NA,NA,NA,24
2020-07-17,19,wielicki,133,5,119,1,123,9,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-17,20,m. Kraków,378,19,284,25,117,99,0,0,NA,NA,NA,NA,NA,NA,NA,137
2020-07-17,21,m. Nowy Sącz,82,0,29,3,78,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-17,22,m. Tarnów,15,0,14,8,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,2
2020-07-18,1,bocheński,177,3,142,2,75,12,65,0,NA,NA,NA,NA,NA,NA,NA,23
2020-07-18,2,brzeski,70,2,64,2,5,48,0,2,NA,NA,NA,NA,NA,NA,NA,13
2020-07-18,3,chrzanowski,37,0,33,1,18,0,0,0,NA,NA,NA,NA,NA,NA,NA,18
2020-07-18,4,dąbrowski,15,0,11,2,12,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-18,5,gorlicki,20,0,7,1,15,1,0,0,NA,NA,NA,NA,NA,NA,NA,3
2020-07-18,6,krakowski,99,1,78,4,43,19,0,0,NA,NA,NA,NA,NA,NA,NA,33
2020-07-18,7,limanowski,189,5,106,0,113,25,0,0,NA,NA,NA,NA,NA,NA,NA,51
2020-07-18,8,miechowski,17,0,12,0,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,7
2020-07-18,9,myślenicki,161,0,152,0,86,18,0,0,NA,NA,NA,NA,NA,NA,NA,57
2020-07-18,10,nowosądecki,328,0,40,7,321,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-18,11,nowotarski,34,0,12,2,19,1,0,0,NA,NA,NA,NA,NA,NA,NA,12
2020-07-18,12,olkuski,15,0,12,1,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,9
2020-07-18,13,oświęcimski,127,4,83,2,50,13,0,0,NA,NA,NA,NA,NA,NA,NA,62
2020-07-18,14,proszowicki,13,2,8,0,0,5,1,0,NA,NA,NA,NA,NA,NA,NA,7
2020-07-18,15,suski,207,0,162,0,128,0,0,0,NA,NA,NA,NA,NA,NA,NA,79
2020-07-18,16,tarnowski,118,3,64,4,85,2,22,0,NA,NA,NA,NA,NA,NA,NA,5
2020-07-18,17,tatrzański,55,0,6,2,36,1,0,0,NA,NA,NA,NA,NA,NA,NA,16
2020-07-18,18,wadowicki,84,3,24,0,56,4,0,0,NA,NA,NA,NA,NA,NA,NA,24
2020-07-18,19,wielicki,133,5,119,1,123,9,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-18,20,m. Kraków,379,19,286,25,118,99,0,0,NA,NA,NA,NA,NA,NA,NA,137
2020-07-18,21,m. Nowy Sącz,85,0,29,3,81,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-18,22,m. Tarnów,16,0,15,8,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,3
2020-07-19,1,bocheński,252,3,142,2,76,12,140,0,NA,NA,NA,NA,NA,NA,NA,22
2020-07-19,2,brzeski,70,2,64,2,5,48,0,2,NA,NA,NA,NA,NA,NA,NA,13
2020-07-19,3,chrzanowski,37,0,33,1,18,0,0,0,NA,NA,NA,NA,NA,NA,NA,18
2020-07-19,4,dąbrowski,15,0,11,2,12,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-07-19,5,gorlicki,20,0,7,1,15,1,0,0,NA,NA,NA,NA,NA,NA,NA,3
2020-07-19,6,krakowski,100,1,78,4,44,19,0,0,NA,NA,NA,NA,NA,NA,NA,33
2020-07-19,7,limanowski,189,5,106,0,113,25,0,0,NA,NA,NA,NA,NA,NA,NA,51
2020-07-19,8,miechowski,17,0,12,0,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,7
